key,format,sourcePath,defaultScale,semanticRole,objectKind,description,size.sourceSize,size.authoredDefaultSize,size.renderedDefaultSize,colors.materialColors,colors.prominentRenderedColors,animations,warnings
sword_2h,gltf,glb/equipment/weapons/sword_2handed.gltf,0.72,decorative_tiny,tools_or_weapons,"sword 2h (tools_or_weapons); 0.6041m x 1.7034m x 0.1786m. Dominant colors: white/light, orange/gold, mixed.","{""x"":0.839,""y"":2.3658,""z"":0.248}","{""x"":0.6041,""y"":1.7034,""z"":0.1786}","{""x"":0.6041,""y"":1.7034,""z"":0.1786}","[{""name"":""knight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":1520},{""hex"":""#ffa080"",""pixels"":265},{""hex"":""#e0ffff"",""pixels"":153},{""hex"":""#e0e0e0"",""pixels"":137},{""hex"":""#e0e0ff"",""pixels"":94},{""hex"":""#c0e0e0"",""pixels"":63},{""hex"":""#ffc0a0"",""pixels"":59},{""hex"":""#c0c0c0"",""pixels"":44}]",[],"[""decorative_tiny role but larger than expected""]"
sword_2h_color,gltf,glb/equipment/weapons/sword_2handed_color.gltf,0.72,decorative_tiny,tools_or_weapons,"sword 2h color (tools_or_weapons); 0.6041m x 1.7034m x 0.1786m. Dominant colors: white/light, orange/gold, mixed.","{""x"":0.839,""y"":2.3658,""z"":0.248}","{""x"":0.6041,""y"":1.7034,""z"":0.1786}","{""x"":0.6041,""y"":1.7034,""z"":0.1786}","[{""name"":""knight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":1350},{""hex"":""#ffa080"",""pixels"":266},{""hex"":""#ffffa0"",""pixels"":242},{""hex"":""#ffff80"",""pixels"":140},{""hex"":""#ffffe0"",""pixels"":138},{""hex"":""#ffffc0"",""pixels"":108},{""hex"":""#ffc0a0"",""pixels"":66},{""hex"":""#ffff60"",""pixels"":54}]",[],"[""decorative_tiny role but larger than expected""]"
axe_1h,gltf,glb/equipment/weapons/axe_1handed.gltf,0.72,decorative_tiny,tools_or_weapons,"axe 1h (tools_or_weapons); 0.5143m x 0.896m x 0.1332m. Dominant colors: white/light, mixed, orange/gold.","{""x"":0.7143,""y"":1.2444,""z"":0.185}","{""x"":0.5143,""y"":0.896,""z"":0.1332}","{""x"":0.5143,""y"":0.896,""z"":0.1332}","[{""name"":""barbarian"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":1318},{""hex"":""#c0e0e0"",""pixels"":1247},{""hex"":""#e0e0e0"",""pixels"":798},{""hex"":""#e0e0ff"",""pixels"":703},{""hex"":""#ffa080"",""pixels"":637},{""hex"":""#e0ffff"",""pixels"":490},{""hex"":""#80c0e0"",""pixels"":234},{""hex"":""#c0c0e0"",""pixels"":203}]",[],[]
axe_2h,gltf,glb/equipment/weapons/axe_2handed.gltf,0.72,decorative_tiny,tools_or_weapons,"axe 2h (tools_or_weapons); 0.8924m x 1.2417m x 0.1885m. Dominant colors: white/light, mixed, orange/gold.","{""x"":1.2395,""y"":1.7246,""z"":0.2618}","{""x"":0.8924,""y"":1.2417,""z"":0.1885}","{""x"":0.8925,""y"":1.2417,""z"":0.1885}","[{""name"":""barbarian"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":2564},{""hex"":""#c0e0e0"",""pixels"":957},{""hex"":""#e0e0e0"",""pixels"":662},{""hex"":""#e0e0ff"",""pixels"":494},{""hex"":""#e0ffff"",""pixels"":487},{""hex"":""#e08060"",""pixels"":357},{""hex"":""#c0c0e0"",""pixels"":200},{""hex"":""#80c0e0"",""pixels"":185}]",[],[]
dagger,gltf,glb/equipment/weapons/dagger.gltf,0.65,decorative_tiny,tools_or_weapons,"dagger (tools_or_weapons); 0.1685m x 0.7838m x 0.0986m. Dominant colors: white/light, mixed, orange/gold.","{""x"":0.2593,""y"":1.2058,""z"":0.1517}","{""x"":0.1685,""y"":0.7838,""z"":0.0986}","{""x"":0.1685,""y"":0.7838,""z"":0.0986}","[{""name"":""rogue"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":1393},{""hex"":""#e0ffff"",""pixels"":420},{""hex"":""#c0e0e0"",""pixels"":240},{""hex"":""#ffa080"",""pixels"":215},{""hex"":""#e0e0e0"",""pixels"":163},{""hex"":""#e0e0ff"",""pixels"":136},{""hex"":""#a0c0c0"",""pixels"":104},{""hex"":""#c0c0e0"",""pixels"":77}]",[],[]
shield_round,gltf,glb/equipment/shields/shield_round.gltf,0.7,decorative_tiny,tools_or_weapons,"shield round (tools_or_weapons); 0.6178m x 0.6178m x 0.2323m. Dominant colors: white/light, orange/gold, mixed.","{""x"":0.8826,""y"":0.8826,""z"":0.3319}","{""x"":0.6178,""y"":0.6178,""z"":0.2323}","{""x"":0.6178,""y"":0.6178,""z"":0.2324}","[{""name"":""knight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":5005},{""hex"":""#ffa080"",""pixels"":3457},{""hex"":""#c0e0e0"",""pixels"":1439},{""hex"":""#e0ffff"",""pixels"":1395},{""hex"":""#ff8060"",""pixels"":1085},{""hex"":""#ffc080"",""pixels"":863},{""hex"":""#e0e0e0"",""pixels"":748},{""hex"":""#e08060"",""pixels"":627}]",[],[]
shield_round_color,gltf,glb/equipment/shields/shield_round_color.gltf,0.7,decorative_tiny,tools_or_weapons,"shield round color (tools_or_weapons); 0.6178m x 0.6178m x 0.2323m. Dominant colors: white/light, red/brown, mixed.","{""x"":0.8826,""y"":0.8826,""z"":0.3319}","{""x"":0.6178,""y"":0.6178,""z"":0.2323}","{""x"":0.6178,""y"":0.6178,""z"":0.2324}","[{""name"":""knight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8432},{""hex"":""#ff4060"",""pixels"":1988},{""hex"":""#e0ffff"",""pixels"":1454},{""hex"":""#c0e0e0"",""pixels"":1406},{""hex"":""#e0e0e0"",""pixels"":819},{""hex"":""#e0e0ff"",""pixels"":533},{""hex"":""#ff8080"",""pixels"":445},{""hex"":""#ffa0a0"",""pixels"":300}]",[],[]
shield_square_color,gltf,glb/equipment/shields/shield_square_color.gltf,0.7,decorative_tiny,tools_or_weapons,"shield square color (tools_or_weapons); 0.6178m x 0.835m x 0.2108m. Dominant colors: white/light, red/brown, mixed, gray/stone.","{""x"":0.8826,""y"":1.1929,""z"":0.3011}","{""x"":0.6178,""y"":0.835,""z"":0.2108}","{""x"":0.6178,""y"":0.835,""z"":0.2108}","[{""name"":""knight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3922},{""hex"":""#ff4060"",""pixels"":3386},{""hex"":""#e0ffff"",""pixels"":1163},{""hex"":""#ff6060"",""pixels"":956},{""hex"":""#c0e0e0"",""pixels"":930},{""hex"":""#c0c0c0"",""pixels"":858},{""hex"":""#ff8080"",""pixels"":766},{""hex"":""#e0e0e0"",""pixels"":597}]",[],[]
bow,gltf,glb/equipment/ranged/bow.gltf,0.72,decorative_tiny,tools_or_weapons,"bow (tools_or_weapons); 0.356m x 0.112m x 1.4283m. Dominant colors: orange/gold, mixed, white/light.","{""x"":0.4944,""y"":0.1556,""z"":1.9837}","{""x"":0.356,""y"":0.112,""z"":1.4283}","{""x"":0.356,""y"":0.112,""z"":1.4283}","[{""name"":""ranger"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":405},{""hex"":""#ffc0a0"",""pixels"":327},{""hex"":""#ffc080"",""pixels"":146},{""hex"":""#ffe0c0"",""pixels"":137},{""hex"":""#ffc0c0"",""pixels"":66},{""hex"":""#ffe0e0"",""pixels"":49},{""hex"":""#ffe0a0"",""pixels"":48},{""hex"":""#60ffff"",""pixels"":30}]",[],[]
crossbow,gltf,glb/equipment/ranged/crossbow_2handed.gltf,0.72,decorative_tiny,tools_or_weapons,"crossbow (tools_or_weapons); 0.8807m x 0.345m x 1.0374m. Dominant colors: white/light, orange/gold, mixed.","{""x"":1.2232,""y"":0.4792,""z"":1.4409}","{""x"":0.8807,""y"":0.345,""z"":1.0374}","{""x"":0.8807,""y"":0.3451,""z"":1.0374}","[{""name"":""rogue"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3119},{""hex"":""#ffa080"",""pixels"":361},{""hex"":""#e0ffff"",""pixels"":326},{""hex"":""#ffe0a0"",""pixels"":160},{""hex"":""#ffffe0"",""pixels"":109},{""hex"":""#e0e0e0"",""pixels"":106},{""hex"":""#ffc0a0"",""pixels"":84},{""hex"":""#ffe0c0"",""pixels"":76}]",[],[]
quiver,gltf,glb/equipment/ranged/quiver.gltf,0.72,decorative_tiny,decor_or_misc,"quiver (decor_or_misc); 0.2199m x 0.6692m x 0.14m. Dominant colors: orange/gold, green.","{""x"":0.3054,""y"":0.9294,""z"":0.1945}","{""x"":0.2199,""y"":0.6692,""z"":0.14}","{""x"":0.2199,""y"":0.6691,""z"":0.14}","[{""name"":""rogue"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":2503},{""hex"":""#ff8060"",""pixels"":1014},{""hex"":""#e08060"",""pixels"":536},{""hex"":""#20ffa0"",""pixels"":350},{""hex"":""#ffc0a0"",""pixels"":339},{""hex"":""#20e0a0"",""pixels"":324},{""hex"":""#ffc080"",""pixels"":241},{""hex"":""#ffe0a0"",""pixels"":239}]",[],[]
staff,gltf,glb/equipment/magic/staff.gltf,0.75,decorative_tiny,tools_or_weapons,"staff (tools_or_weapons); 0.4322m x 1.616m x 0.2192m. Dominant colors: orange/gold, mixed, white/light, green.","{""x"":0.5762,""y"":2.1547,""z"":0.2923}","{""x"":0.4322,""y"":1.616,""z"":0.2192}","{""x"":0.4322,""y"":1.616,""z"":0.2193}","[{""name"":""mage"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":271},{""hex"":""#ffffc0"",""pixels"":203},{""hex"":""#ffffff"",""pixels"":198},{""hex"":""#e0ffff"",""pixels"":159},{""hex"":""#a0ffc0"",""pixels"":148},{""hex"":""#60c0c0"",""pixels"":142},{""hex"":""#ffffa0"",""pixels"":136},{""hex"":""#80ffc0"",""pixels"":112}]",[],"[""decorative_tiny role but larger than expected""]"
wand,gltf,glb/equipment/magic/wand.gltf,0.7,decorative_tiny,decor_or_misc,"wand (decor_or_misc); 0.1124m x 0.6763m x 0.1124m. Dominant colors: mixed, orange/gold, blue.","{""x"":0.1606,""y"":0.9661,""z"":0.1606}","{""x"":0.1124,""y"":0.6763,""z"":0.1124}","{""x"":0.1124,""y"":0.6763,""z"":0.1124}","[{""name"":""mage"",""hex"":""#ffffff""}]","[{""hex"":""#60c0c0"",""pixels"":590},{""hex"":""#ffa080"",""pixels"":584},{""hex"":""#ffc0a0"",""pixels"":355},{""hex"":""#ffc080"",""pixels"":298},{""hex"":""#60a0c0"",""pixels"":220},{""hex"":""#ff8060"",""pixels"":138},{""hex"":""#e08060"",""pixels"":135},{""hex"":""#60a0a0"",""pixels"":87}]",[],[]
spellbook_closed,gltf,glb/equipment/magic/spellbook_closed.gltf,0.7,decorative_tiny,wall_or_display_decor,"spellbook closed (wall_or_display_decor); 0.2051m x 0.4025m x 0.299m. Dominant colors: red/brown, white/light, orange/gold, mixed.","{""x"":0.293,""y"":0.575,""z"":0.4271}","{""x"":0.2051,""y"":0.4025,""z"":0.299}","{""x"":0.2051,""y"":0.4025,""z"":0.299}","[{""name"":""mage"",""hex"":""#ffffff""}]","[{""hex"":""#ff40a0"",""pixels"":11287},{""hex"":""#ffffff"",""pixels"":4077},{""hex"":""#ff40c0"",""pixels"":1262},{""hex"":""#ffa080"",""pixels"":984},{""hex"":""#e04080"",""pixels"":929},{""hex"":""#ffa0ff"",""pixels"":777},{""hex"":""#ffc0a0"",""pixels"":617},{""hex"":""#e08060"",""pixels"":523}]",[],[]
spellbook_open,gltf,glb/equipment/magic/spellbook_open.gltf,0.7,decorative_tiny,wall_or_display_decor,"spellbook open (wall_or_display_decor); 0.5797m x 0.3982m x 0.1553m. Dominant colors: white/light, red/brown, mixed.","{""x"":0.8282,""y"":0.5688,""z"":0.2219}","{""x"":0.5797,""y"":0.3982,""z"":0.1553}","{""x"":0.5797,""y"":0.3982,""z"":0.1554}","[{""name"":""mage"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":13009},{""hex"":""#ff40a0"",""pixels"":1250},{""hex"":""#ff40c0"",""pixels"":714},{""hex"":""#ffa0ff"",""pixels"":681},{""hex"":""#ffa0e0"",""pixels"":92},{""hex"":""#e04080"",""pixels"":89},{""hex"":""#ff60c0"",""pixels"":84},{""hex"":""#ffc0e0"",""pixels"":73}]",[],[]
mug_empty,gltf,glb/equipment/items/mug_empty.gltf,0.65,decorative_tiny,food_or_tabletop,"mug empty (food_or_tabletop); 0.3472m x 0.3164m x 0.2574m. Dominant colors: orange/gold, white/light, mixed.","{""x"":0.5342,""y"":0.4867,""z"":0.396}","{""x"":0.3472,""y"":0.3164,""z"":0.2574}","{""x"":0.3473,""y"":0.3164,""z"":0.2574}","[{""name"":""barbarian"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":7742},{""hex"":""#ffffff"",""pixels"":6232},{""hex"":""#e0ffff"",""pixels"":2444},{""hex"":""#ffc080"",""pixels"":2196},{""hex"":""#ffe0c0"",""pixels"":979},{""hex"":""#ff8060"",""pixels"":952},{""hex"":""#ffc0a0"",""pixels"":686},{""hex"":""#e08060"",""pixels"":450}]",[],[]
mug_full,gltf,glb/equipment/items/mug_full.gltf,0.65,decorative_tiny,food_or_tabletop,"mug full (food_or_tabletop); 0.3472m x 0.3565m x 0.2574m. Dominant colors: white/light, orange/gold.","{""x"":0.5342,""y"":0.5484,""z"":0.396}","{""x"":0.3472,""y"":0.3565,""z"":0.2574}","{""x"":0.3473,""y"":0.3564,""z"":0.2574}","[{""name"":""barbarian"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":9554},{""hex"":""#ffa080"",""pixels"":6078},{""hex"":""#e0ffff"",""pixels"":2327},{""hex"":""#ff8060"",""pixels"":955},{""hex"":""#ffc0a0"",""pixels"":784},{""hex"":""#ffc080"",""pixels"":768},{""hex"":""#ffe0a0"",""pixels"":745},{""hex"":""#e08060"",""pixels"":417}]",[],[]
bed_twin1,gltf,gltf/quaternius/fantasy_props/Bed_Twin1.gltf,0.82,furniture_or_clutter,furniture,"bed twin1 (furniture); 1.5381m x 0.6602m x 1.9778m. Dominant colors: white/light, orange/gold, mixed.","{""x"":1.8757,""y"":0.8051,""z"":2.4119}","{""x"":1.5381,""y"":0.6602,""z"":1.9778}","{""x"":1.5381,""y"":0.6602,""z"":1.9778}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Cloth"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3130},{""hex"":""#e0a060"",""pixels"":2823},{""hex"":""#a0e0e0"",""pixels"":2162},{""hex"":""#ffc080"",""pixels"":2108},{""hex"":""#ffa060"",""pixels"":1529},{""hex"":""#e08060"",""pixels"":481},{""hex"":""#c08060"",""pixels"":418},{""hex"":""#80a0c0"",""pixels"":398}]",[],[]
bed_twin2,gltf,gltf/quaternius/fantasy_props/Bed_Twin2.gltf,0.82,furniture_or_clutter,furniture,"bed twin2 (furniture); 1.5381m x 0.6229m x 1.9778m. Dominant colors: white/light, orange/gold, red/brown, green.","{""x"":1.8757,""y"":0.7596,""z"":2.4119}","{""x"":1.5381,""y"":0.6229,""z"":1.9778}","{""x"":1.5381,""y"":0.6229,""z"":1.9778}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Cloth"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3056},{""hex"":""#e0a060"",""pixels"":1862},{""hex"":""#a06040"",""pixels"":1690},{""hex"":""#ffc080"",""pixels"":1634},{""hex"":""#60a060"",""pixels"":1446},{""hex"":""#ffa060"",""pixels"":851},{""hex"":""#40a040"",""pixels"":749},{""hex"":""#408040"",""pixels"":599}]",[],[]
nightstand,gltf,gltf/quaternius/fantasy_props/Nightstand_Shelf.gltf,0.8,furniture_or_clutter,furniture,"nightstand (furniture); 0.5546m x 0.9725m x 0.3148m. Dominant colors: red/brown, orange/gold.","{""x"":0.6933,""y"":1.2156,""z"":0.3935}","{""x"":0.5546,""y"":0.9725,""z"":0.3148}","{""x"":0.5547,""y"":0.9725,""z"":0.3148}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""}]","[{""hex"":""#a06020"",""pixels"":2737},{""hex"":""#a06040"",""pixels"":2499},{""hex"":""#a04020"",""pixels"":2472},{""hex"":""#804020"",""pixels"":1863},{""hex"":""#c08060"",""pixels"":1739},{""hex"":""#a06060"",""pixels"":1527},{""hex"":""#c06040"",""pixels"":741},{""hex"":""#a08060"",""pixels"":534}]",[],[]
cabinet,gltf,gltf/quaternius/fantasy_props/Cabinet.gltf,0.82,furniture_or_clutter,furniture,"cabinet (furniture); 1.1167m x 0.8179m x 0.2928m. Dominant colors: orange/gold, red/brown, mixed.","{""x"":1.3618,""y"":0.9974,""z"":0.3571}","{""x"":1.1167,""y"":0.8179,""z"":0.2928}","{""x"":1.1167,""y"":0.8179,""z"":0.2928}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":3523},{""hex"":""#c08060"",""pixels"":2625},{""hex"":""#c08040"",""pixels"":2045},{""hex"":""#e0a060"",""pixels"":2024},{""hex"":""#a06040"",""pixels"":1586},{""hex"":""#a08060"",""pixels"":1375},{""hex"":""#ffa060"",""pixels"":1241},{""hex"":""#a08040"",""pixels"":1126}]",[],[]
bookcase_2,gltf,gltf/quaternius/fantasy_props/Bookcase_2.gltf,0.82,decorative_tiny,furniture,"bookcase 2 (furniture); 1.1982m x 2.0868m x 0.3518m. Dominant colors: orange/gold, red/brown.","{""x"":1.4612,""y"":2.5449,""z"":0.429}","{""x"":1.1982,""y"":2.0868,""z"":0.3518}","{""x"":1.1982,""y"":2.0868,""z"":0.3518}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#e0a060"",""pixels"":3374},{""hex"":""#c08060"",""pixels"":2426},{""hex"":""#ffa060"",""pixels"":1706},{""hex"":""#c08040"",""pixels"":1213},{""hex"":""#ffc080"",""pixels"":1127},{""hex"":""#a06040"",""pixels"":872},{""hex"":""#e08060"",""pixels"":839},{""hex"":""#a08040"",""pixels"":465}]",[],"[""decorative_tiny role but larger than expected"",""handheld/tabletop-looking prop appears oversized""]"
bench_fp,gltf,gltf/quaternius/fantasy_props/Bench.gltf,0.82,furniture_or_clutter,furniture,"bench (furniture); 2.2769m x 0.4372m x 0.4381m. Dominant colors: orange/gold, red/brown.","{""x"":2.7767,""y"":0.5332,""z"":0.5343}","{""x"":2.2769,""y"":0.4372,""z"":0.4381}","{""x"":2.2769,""y"":0.4372,""z"":0.4381}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":1839},{""hex"":""#e0a080"",""pixels"":371},{""hex"":""#ffa060"",""pixels"":342},{""hex"":""#ffa080"",""pixels"":301},{""hex"":""#c06040"",""pixels"":297},{""hex"":""#e0a060"",""pixels"":277},{""hex"":""#c08040"",""pixels"":184},{""hex"":""#a06040"",""pixels"":169}]",[],[]
table_large_fp,gltf,gltf/quaternius/fantasy_props/Table_Large.gltf,0.82,furniture_or_clutter,furniture,"table large (furniture); 2.3358m x 0.667m x 0.8993m. Dominant colors: orange/gold, red/brown.","{""x"":2.8485,""y"":0.8134,""z"":1.0967}","{""x"":2.3358,""y"":0.667,""z"":0.8993}","{""x"":2.3358,""y"":0.667,""z"":0.8993}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#e0a060"",""pixels"":2501},{""hex"":""#ffa080"",""pixels"":1564},{""hex"":""#ffc080"",""pixels"":1473},{""hex"":""#e0a080"",""pixels"":763},{""hex"":""#806060"",""pixels"":357},{""hex"":""#ffa060"",""pixels"":338},{""hex"":""#e08060"",""pixels"":307},{""hex"":""#c08060"",""pixels"":220}]",[],[]
table_plate_fp,gltf,gltf/quaternius/fantasy_props/Table_Plate.gltf,0.68,decorative_tiny,furniture,"table plate (furniture); 0.2266m x 0.0137m x 0.2291m. Dominant colors: white/light, gray/stone, mixed.","{""x"":0.3333,""y"":0.0202,""z"":0.3369}","{""x"":0.2266,""y"":0.0137,""z"":0.2291}","{""x"":0.2266,""y"":0.0137,""z"":0.2291}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#e0e0e0"",""pixels"":5768},{""hex"":""#808080"",""pixels"":881},{""hex"":""#c0c0c0"",""pixels"":731},{""hex"":""#606060"",""pixels"":681},{""hex"":""#ffffff"",""pixels"":593},{""hex"":""#e0c0e0"",""pixels"":534},{""hex"":""#a0a0a0"",""pixels"":484},{""hex"":""#806080"",""pixels"":186}]",[],[]
table_knife_fp,gltf,gltf/quaternius/fantasy_props/Table_Knife.gltf,0.68,decorative_tiny,furniture,"table knife (furniture); 0.0284m x 0.0042m x 0.1949m. Dominant colors: white/light, gray/stone.","{""x"":0.0417,""y"":0.0062,""z"":0.2866}","{""x"":0.0284,""y"":0.0042,""z"":0.1949}","{""x"":0.0283,""y"":0.0042,""z"":0.1949}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":359},{""hex"":""#404040"",""pixels"":289},{""hex"":""#e0e0e0"",""pixels"":206},{""hex"":""#c0c0c0"",""pixels"":162},{""hex"":""#606060"",""pixels"":89},{""hex"":""#a0a0a0"",""pixels"":74},{""hex"":""#808080"",""pixels"":70},{""hex"":""#ffe0ff"",""pixels"":55}]",[],[]
table_spoon_fp,gltf,gltf/quaternius/fantasy_props/Table_Spoon.gltf,0.68,decorative_tiny,furniture,"table spoon (furniture); 0.0313m x 0.0124m x 0.1848m. Dominant colors: gray/stone, white/light.","{""x"":0.046,""y"":0.0182,""z"":0.2718}","{""x"":0.0313,""y"":0.0124,""z"":0.1848}","{""x"":0.0313,""y"":0.0124,""z"":0.1848}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":433},{""hex"":""#e0e0e0"",""pixels"":186},{""hex"":""#a0a0a0"",""pixels"":179},{""hex"":""#c0c0c0"",""pixels"":175},{""hex"":""#808080"",""pixels"":159},{""hex"":""#606060"",""pixels"":154},{""hex"":""#ffffff"",""pixels"":97},{""hex"":""#a080a0"",""pixels"":34}]",[],[]
mug_fp,gltf,gltf/quaternius/fantasy_props/Mug.gltf,0.68,decorative_tiny,food_or_tabletop,"mug (food_or_tabletop); 0.1306m x 0.1251m x 0.0998m. Dominant colors: orange/gold, gray/stone.","{""x"":0.1921,""y"":0.1839,""z"":0.1468}","{""x"":0.1306,""y"":0.1251,""z"":0.0998}","{""x"":0.1306,""y"":0.125,""z"":0.0998}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""}]","[{""hex"":""#ffa060"",""pixels"":5666},{""hex"":""#e0a060"",""pixels"":5199},{""hex"":""#404040"",""pixels"":4033},{""hex"":""#ffc080"",""pixels"":3366},{""hex"":""#606060"",""pixels"":1299},{""hex"":""#e08060"",""pixels"":1056},{""hex"":""#ffc060"",""pixels"":1003},{""hex"":""#c08060"",""pixels"":680}]",[],[]
stool_fp,gltf,gltf/quaternius/fantasy_props/Stool.gltf,0.78,furniture_or_clutter,furniture,"stool (furniture); 0.3702m x 0.4592m x 0.3702m. Dominant colors: orange/gold, red/brown.","{""x"":0.4746,""y"":0.5887,""z"":0.4746}","{""x"":0.3702,""y"":0.4592,""z"":0.3702}","{""x"":0.3702,""y"":0.4592,""z"":0.3702}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":4571},{""hex"":""#a06040"",""pixels"":4561},{""hex"":""#ffa080"",""pixels"":1387},{""hex"":""#e0a060"",""pixels"":1273},{""hex"":""#e0a080"",""pixels"":1237},{""hex"":""#c08040"",""pixels"":1107},{""hex"":""#ffa060"",""pixels"":1044},{""hex"":""#a06020"",""pixels"":759}]",[],[]
chandelier_fp,gltf,gltf/quaternius/fantasy_props/Chandelier.gltf,0.78,decorative_or_unknown,decor_or_misc,"chandelier (decor_or_misc); 1.016m x 1.1369m x 1.016m. Dominant colors: orange/gold, gray/stone, white/light.","{""x"":1.3025,""y"":1.4576,""z"":1.3025}","{""x"":1.016,""y"":1.1369,""z"":1.016}","{""x"":1.016,""y"":1.137,""z"":1.016}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":1489},{""hex"":""#ffa060"",""pixels"":901},{""hex"":""#e0a060"",""pixels"":845},{""hex"":""#606060"",""pixels"":802},{""hex"":""#404040"",""pixels"":734},{""hex"":""#ffffe0"",""pixels"":623},{""hex"":""#808080"",""pixels"":386},{""hex"":""#a0a0a0"",""pixels"":367}]",[],[]
lantern_wall_fp,gltf,gltf/quaternius/fantasy_props/Lantern_Wall.gltf,0.8,decorative_tiny,lighting,"lantern wall (lighting); 0.2858m x 1.0696m x 1.0418m. Dominant colors: gray/stone, mixed.","{""x"":0.3573,""y"":1.337,""z"":1.3023}","{""x"":0.2858,""y"":1.0696,""z"":1.0418}","{""x"":0.2859,""y"":1.0696,""z"":1.0419}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":3734},{""hex"":""#606060"",""pixels"":1594},{""hex"":""#808080"",""pixels"":722},{""hex"":""#c0c0c0"",""pixels"":572},{""hex"":""#604060"",""pixels"":492},{""hex"":""#a0a0a0"",""pixels"":342},{""hex"":""#e0e0e0"",""pixels"":328},{""hex"":""#402040"",""pixels"":263}]",[],[]
barrel_fp,gltf,gltf/quaternius/fantasy_props/Barrel.gltf,0.82,furniture_or_clutter,storage_or_clutter,"barrel (storage_or_clutter); 0.5724m x 0.7364m x 0.5724m. Dominant colors: orange/gold, gray/stone.","{""x"":0.698,""y"":0.898,""z"":0.698}","{""x"":0.5724,""y"":0.7364,""z"":0.5724}","{""x"":0.5724,""y"":0.7363,""z"":0.5724}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#e0a060"",""pixels"":2911},{""hex"":""#404040"",""pixels"":2228},{""hex"":""#c08060"",""pixels"":1970},{""hex"":""#e08040"",""pixels"":1822},{""hex"":""#c08040"",""pixels"":1565},{""hex"":""#ffc080"",""pixels"":1463},{""hex"":""#ffa060"",""pixels"":1439},{""hex"":""#c06040"",""pixels"":1209}]",[],[]
